Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls_90;Ast_90;G+A_90;G-PK_90;G+A-PK_90;Matches
570;Nikola Vlašić;hr CRO;MF,FW;Torino;28-231;1997;36;35;2,953;32.8;8;3;11;3;5;5;7;0;0.24;0.09;0.34;0.09;0.18;Matches
571;Mërgim Vojvoda;xk KVX;MF,DF;Como;31-111;1995;29;19;1,583;17.6;2;2;4;2;0;0;2;0;0.11;0.11;0.23;0.11;0.23;Matches
572;Cristian Volpato;it ITA;FW;Sassuolo;22-189;2003;23;11;1,056;11.7;2;4;6;2;0;0;4;0;0.17;0.34;0.51;0.17;0.51;Matches
573;Aster Vranckx;be BEL;MF;Sassuolo;23-231;2002;16;9;690;7.7;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
574;Stefan de Vrij;nl NED;DF;Inter;34-107;1992;10;7;590;6.6;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
575;İsak Vural;tr TUR;MF;Pisa;19-360;2006;14;8;662;7.4;0;0;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls;Ast;G+A;G-PK;G+A-PK;Matches
576;Sebastian Walukiewicz;pl POL;DF;Sassuolo;26-048;2000;34;33;2,852;31.7;0;1;1;0;0;0;7;0;0.00;0.03;0.03;0.00;0.03;Matches
577;Wesley;br BRA;MF;Roma;22-259;2003;30;28;2,448;27.2;5;0;5;5;0;0;7;2;0.18;0.00;0.18;0.18;0.18;Matches
578;Kenan Yıldız;tr TUR;MF,FW;Juventus;21-019;2005;36;33;2,825;31.4;10;6;16;9;1;2;2;0;0.32;0.19;0.51;0.29;0.48;Matches
579;Mattia Zaccagni;it ITA;FW;Lazio;30-341;1995;26;26;2,104;23.4;3;0;3;3;0;1;6;1;0.13;0.00;0.13;0.13;0.13;Matches
580;Nicola Zalewski;pl POL;MF;Atalanta;24-120;2002;33;24;1,897;21.1;2;4;6;2;0;0;3;0;0.09;0.19;0.28;0.09;0.28;Matches
581;Andre-Frank Zambo Anguissa;cm CMR;MF;Napoli;30-188;1995;18;14;1,258;14.0;4;1;5;4;0;0;1;0;0.29;0.07;0.36;0.29;0.36;Matches
582;Nicolò Zaniolo;it ITA;FW,MF;Udinese;26-325;1999;32;28;2,257;25.1;5;6;11;5;0;0;8;0;0.20;0.24;0.44;0.20;0.44;Matches
583;Alessandro Zanoli;it ITA;MF;Udinese;25-232;2000;19;16;1,280;14.2;1;2;3;1;0;0;1;0;0.07;0.14;0.21;0.07;0.21;Matches
584;Duván Zapata;co COL;FW;Torino;35-052;1991;27;10;1,048;11.6;3;1;4;3;0;1;0;0;0.26;0.09;0.34;0.26;0.34;Matches
585;Gabriele Zappa;it ITA;DF;Cagliari;26-152;1999;30;17;1,507;16.7;0;3;3;0;0;0;2;0;0.00;0.18;0.18;0.00;0.18;Matches
586;Davide Zappacosta;it ITA;MF;Atalanta;33-346;1992;35;30;2,569;28.5;3;3;6;3;0;0;3;0;0.11;0.11;0.21;0.11;0.21;Matches
587;Bryan Zaragoza;es ESP;MF;Roma;24-256;2001;4;2;135;1.5;0;1;1;0;0;0;1;0;0.00;0.67;0.67;0.00;0.67;Matches
588;Oier Zarraga;es ESP;MF;Udinese;27-139;1999;23;2;464;5.2;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
589;Nils Zätterström;se SWE;DF;Genoa;21-055;2005;2;1;91;1.0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
590;Jordan Zemura;zw ZIM;MF,DF;Udinese;26-190;1999;16;12;1,048;11.6;0;1;1;0;0;0;3;0;0.00;0.09;0.09;0.00;0.09;Matches
591;Alessio Zerbin;it ITA;MF;Cremonese;27-081;1999;31;16;1,601;17.8;0;3;3;0;0;0;1;0;0.00;0.17;0.17;0.00;0.17;Matches
592;Edon Zhegrova;xk KVX;MF;Juventus;27-053;1999;18;0;369;4.1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
593;Piotr Zieliński;pl POL;MF;Inter;32-003;1994;33;21;1,955;21.7;6;3;9;5;1;1;3;0;0.28;0.14;0.41;0.23;0.37;Matches
594;Jan Ziółkowski;pl POL;DF;Roma;20-352;2005;17;5;491;5.5;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
595;Nadir Zortea;it ITA;DF;Bologna;26-338;1999;31;16;1,794;19.9;0;2;2;0;0;0;2;0;0.00;0.10;0.10;0.00;0.10;Matches
596;Milan Đurić;ba BIH;FW;Parma;36-001;1990;12;0;74;0.8;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
597;Milan Đurić;ba BIH;FW;Cremonese;36-001;1990;11;3;386;4.3;0;1;1;0;0;0;1;0;0.00;0.23;0.23;0.00;0.23;Matches
